"fue","MUE"
"fue 1","MUE 13"
"fue 2","MUE 35"
"fue 8","MUE 32"
"fue 9","MUE 2"
"fue 12","MUE 12"
"fue 13","MUE 18"
"fue 16","MUE 31"
"fue 20","MUE 33"
"fue 22","MUE 1"
"fue 23","MUE 20"
"fue 24","MUE 24"
"fue 25","MUE 25"
"fue 29","MUE 11"
"fue 30","MUE 29"
"fue 35","MUE 34"
"fue 37","MUE 15"
"fue 41","MUE 6"
"fue 42","MUE 7"
"fue 47","MUE 27"
"fue 48","MUE 36"
"fue 54","MUE 16"
"fue 55","MUE 26"
"fue 56","MUE 10"
"fue 60","MUE 23"
"fue 64","MUE 9"
"fue 65","MUE 3"
"fue 66","MUE 8"
"fue 67","MUE 22"
"fue 71","MUE 17"
"fue 75","MUE 30"
"fue 77","MUE 14"
"fue 83","MUE 19"
"fue 84","MUE 4"
"fue 86","MUE 21"
"fue 89","MUE 28"
"fue 90","MUE 5"
