"fue","MUE"
"fue 1","MUE 6"
"fue 5","MUE 7"
"fue 6","MUE 33"
"fue 7","MUE 5"
"fue 8","MUE 27"
"fue 10","MUE 30"
"fue 12","MUE 15"
"fue 13","MUE 31"
"fue 18","MUE 19"
"fue 20","MUE 36"
"fue 24","MUE 18"
"fue 26","MUE 10"
"fue 27","MUE 20"
"fue 29","MUE 4"
"fue 32","MUE 21"
"fue 33","MUE 34"
"fue 34","MUE 2"
"fue 35","MUE 12"
"fue 37","MUE 13"
"fue 38","MUE 16"
"fue 40","MUE 3"
"fue 42","MUE 17"
"fue 52","MUE 24"
"fue 57","MUE 23"
"fue 62","MUE 35"
"fue 64","MUE 1"
"fue 67","MUE 25"
"fue 70","MUE 11"
"fue 73","MUE 9"
"fue 78","MUE 22"
"fue 79","MUE 26"
"fue 81","MUE 28"
"fue 82","MUE 32"
"fue 84","MUE 29"
"fue 85","MUE 14"
"fue 89","MUE 8"
