"fue","MUE"
"fue 2","MUE 30"
"fue 3","MUE 35"
"fue 6","MUE 34"
"fue 7","MUE 32"
"fue 8","MUE 26"
"fue 10","MUE 7"
"fue 12","MUE 21"
"fue 13","MUE 16"
"fue 14","MUE 11"
"fue 17","MUE 28"
"fue 18","MUE 18"
"fue 24","MUE 19"
"fue 26","MUE 15"
"fue 30","MUE 5"
"fue 32","MUE 12"
"fue 34","MUE 23"
"fue 35","MUE 3"
"fue 37","MUE 33"
"fue 38","MUE 13"
"fue 39","MUE 8"
"fue 40","MUE 29"
"fue 42","MUE 1"
"fue 44","MUE 24"
"fue 45","MUE 2"
"fue 50","MUE 14"
"fue 51","MUE 20"
"fue 55","MUE 27"
"fue 58","MUE 25"
"fue 60","MUE 10"
"fue 61","MUE 17"
"fue 64","MUE 6"
"fue 65","MUE 36"
"fue 66","MUE 22"
"fue 67","MUE 4"
"fue 69","MUE 31"
"fue 71","MUE 9"
