"fue","MUE"
"fue 1","MUE 28"
"fue 5","MUE 15"
"fue 10","MUE 31"
"fue 12","MUE 17"
"fue 14","MUE 3"
"fue 17","MUE 19"
"fue 19","MUE 32"
"fue 22","MUE 35"
"fue 27","MUE 11"
"fue 28","MUE 10"
"fue 30","MUE 16"
"fue 31","MUE 29"
"fue 33","MUE 36"
"fue 36","MUE 27"
"fue 37","MUE 33"
"fue 39","MUE 8"
"fue 40","MUE 30"
"fue 42","MUE 1"
"fue 46","MUE 23"
"fue 49","MUE 24"
"fue 51","MUE 9"
"fue 53","MUE 6"
"fue 55","MUE 18"
"fue 56","MUE 20"
"fue 60","MUE 14"
"fue 61","MUE 12"
"fue 62","MUE 5"
"fue 65","MUE 2"
"fue 66","MUE 21"
"fue 67","MUE 7"
"fue 69","MUE 34"
"fue 70","MUE 13"
"fue 71","MUE 4"
"fue 74","MUE 25"
"fue 75","MUE 26"
"fue 78","MUE 22"
