"fue","MUE"
"fue 5","MUE 32"
"fue 6","MUE 18"
"fue 10","MUE 23"
"fue 12","MUE 4"
"fue 13","MUE 35"
"fue 14","MUE 22"
"fue 15","MUE 12"
"fue 16","MUE 15"
"fue 17","MUE 7"
"fue 18","MUE 31"
"fue 20","MUE 36"
"fue 27","MUE 11"
"fue 29","MUE 30"
"fue 30","MUE 19"
"fue 33","MUE 33"
"fue 34","MUE 24"
"fue 35","MUE 17"
"fue 38","MUE 14"
"fue 40","MUE 1"
"fue 41","MUE 10"
"fue 43","MUE 3"
"fue 46","MUE 16"
"fue 47","MUE 28"
"fue 48","MUE 34"
"fue 49","MUE 27"
"fue 50","MUE 5"
"fue 51","MUE 13"
"fue 52","MUE 20"
"fue 54","MUE 29"
"fue 55","MUE 25"
"fue 58","MUE 21"
"fue 59","MUE 6"
"fue 61","MUE 9"
"fue 63","MUE 2"
"fue 64","MUE 26"
"fue 66","MUE 8"
