"fue","MUE"
"fue 2","MUE 31"
"fue 3","MUE 16"
"fue 4","MUE 22"
"fue 7","MUE 27"
"fue 9","MUE 28"
"fue 12","MUE 24"
"fue 14","MUE 9"
"fue 18","MUE 36"
"fue 19","MUE 34"
"fue 21","MUE 30"
"fue 23","MUE 33"
"fue 24","MUE 35"
"fue 26","MUE 3"
"fue 28","MUE 20"
"fue 29","MUE 11"
"fue 30","MUE 7"
"fue 33","MUE 17"
"fue 34","MUE 1"
"fue 35","MUE 32"
"fue 36","MUE 8"
"fue 37","MUE 29"
"fue 38","MUE 26"
"fue 40","MUE 4"
"fue 42","MUE 23"
"fue 44","MUE 18"
"fue 45","MUE 10"
"fue 47","MUE 25"
"fue 48","MUE 2"
"fue 49","MUE 15"
"fue 53","MUE 12"
"fue 55","MUE 13"
"fue 57","MUE 21"
"fue 62","MUE 5"
"fue 63","MUE 6"
"fue 64","MUE 14"
"fue 66","MUE 19"
