"fue","MUE"
"fue 2","MUE 8"
"fue 4","MUE 12"
"fue 8","MUE 28"
"fue 9","MUE 32"
"fue 20","MUE 2"
"fue 21","MUE 3"
"fue 23","MUE 29"
"fue 27","MUE 11"
"fue 28","MUE 16"
"fue 30","MUE 21"
"fue 33","MUE 25"
"fue 35","MUE 31"
"fue 36","MUE 15"
"fue 38","MUE 10"
"fue 41","MUE 23"
"fue 44","MUE 26"
"fue 45","MUE 4"
"fue 46","MUE 27"
"fue 47","MUE 19"
"fue 48","MUE 14"
"fue 49","MUE 1"
"fue 50","MUE 17"
"fue 55","MUE 9"
"fue 58","MUE 18"
"fue 59","MUE 5"
"fue 60","MUE 6"
"fue 62","MUE 36"
"fue 63","MUE 30"
"fue 67","MUE 34"
"fue 68","MUE 33"
"fue 69","MUE 24"
"fue 71","MUE 20"
"fue 74","MUE 35"
"fue 75","MUE 13"
"fue 82","MUE 22"
"fue 83","MUE 7"
