"fue","MUE"
"fue 4","MUE 15"
"fue 6","MUE 6"
"fue 18","MUE 19"
"fue 19","MUE 24"
"fue 24","MUE 2"
"fue 30","MUE 32"
"fue 31","MUE 16"
"fue 32","MUE 21"
"fue 33","MUE 17"
"fue 35","MUE 27"
"fue 40","MUE 34"
"fue 44","MUE 5"
"fue 45","MUE 35"
"fue 47","MUE 33"
"fue 48","MUE 22"
"fue 49","MUE 25"
"fue 51","MUE 30"
"fue 52","MUE 3"
"fue 54","MUE 11"
"fue 55","MUE 8"
"fue 58","MUE 9"
"fue 59","MUE 31"
"fue 60","MUE 18"
"fue 62","MUE 10"
"fue 63","MUE 1"
"fue 68","MUE 26"
"fue 69","MUE 13"
"fue 73","MUE 23"
"fue 75","MUE 28"
"fue 79","MUE 7"
"fue 83","MUE 14"
"fue 84","MUE 29"
"fue 85","MUE 12"
"fue 86","MUE 20"
"fue 88","MUE 36"
"fue 90","MUE 4"
