"fue","MUE"
"fue 1","MUE 13"
"fue 3","MUE 7"
"fue 8","MUE 12"
"fue 10","MUE 22"
"fue 17","MUE 8"
"fue 18","MUE 15"
"fue 19","MUE 29"
"fue 25","MUE 10"
"fue 27","MUE 34"
"fue 29","MUE 20"
"fue 31","MUE 17"
"fue 34","MUE 35"
"fue 36","MUE 4"
"fue 37","MUE 18"
"fue 46","MUE 31"
"fue 48","MUE 11"
"fue 49","MUE 23"
"fue 50","MUE 1"
"fue 51","MUE 24"
"fue 55","MUE 28"
"fue 57","MUE 6"
"fue 58","MUE 33"
"fue 61","MUE 27"
"fue 62","MUE 26"
"fue 63","MUE 16"
"fue 64","MUE 32"
"fue 68","MUE 19"
"fue 69","MUE 5"
"fue 70","MUE 25"
"fue 71","MUE 30"
"fue 72","MUE 21"
"fue 74","MUE 36"
"fue 75","MUE 2"
"fue 83","MUE 9"
"fue 85","MUE 3"
"fue 86","MUE 14"
