"fue","MUE"
"fue 8","MUE 31"
"fue 12","MUE 1"
"fue 13","MUE 35"
"fue 15","MUE 4"
"fue 16","MUE 27"
"fue 17","MUE 3"
"fue 18","MUE 36"
"fue 19","MUE 7"
"fue 23","MUE 30"
"fue 24","MUE 21"
"fue 25","MUE 2"
"fue 29","MUE 25"
"fue 30","MUE 6"
"fue 32","MUE 24"
"fue 34","MUE 22"
"fue 36","MUE 23"
"fue 38","MUE 20"
"fue 44","MUE 13"
"fue 48","MUE 12"
"fue 49","MUE 5"
"fue 51","MUE 19"
"fue 54","MUE 10"
"fue 57","MUE 32"
"fue 58","MUE 16"
"fue 64","MUE 15"
"fue 67","MUE 9"
"fue 70","MUE 8"
"fue 71","MUE 28"
"fue 73","MUE 29"
"fue 74","MUE 33"
"fue 75","MUE 11"
"fue 78","MUE 14"
"fue 80","MUE 17"
"fue 81","MUE 34"
"fue 83","MUE 26"
"fue 84","MUE 18"
