"fue","MUE"
"fue 1","MUE 2"
"fue 2","MUE 31"
"fue 7","MUE 1"
"fue 8","MUE 9"
"fue 9","MUE 29"
"fue 11","MUE 11"
"fue 13","MUE 7"
"fue 17","MUE 33"
"fue 18","MUE 13"
"fue 20","MUE 8"
"fue 21","MUE 5"
"fue 24","MUE 20"
"fue 27","MUE 34"
"fue 31","MUE 6"
"fue 32","MUE 3"
"fue 33","MUE 21"
"fue 37","MUE 22"
"fue 39","MUE 36"
"fue 41","MUE 30"
"fue 42","MUE 24"
"fue 43","MUE 28"
"fue 44","MUE 19"
"fue 47","MUE 32"
"fue 48","MUE 35"
"fue 50","MUE 17"
"fue 51","MUE 4"
"fue 53","MUE 10"
"fue 54","MUE 26"
"fue 55","MUE 27"
"fue 57","MUE 14"
"fue 58","MUE 18"
"fue 62","MUE 23"
"fue 63","MUE 25"
"fue 65","MUE 15"
"fue 69","MUE 12"
"fue 72","MUE 16"
