"fue","MUE"
"fue 1","MUE 30"
"fue 4","MUE 23"
"fue 5","MUE 28"
"fue 6","MUE 2"
"fue 7","MUE 29"
"fue 10","MUE 18"
"fue 13","MUE 3"
"fue 15","MUE 22"
"fue 17","MUE 20"
"fue 19","MUE 15"
"fue 20","MUE 25"
"fue 22","MUE 36"
"fue 23","MUE 26"
"fue 24","MUE 31"
"fue 25","MUE 11"
"fue 28","MUE 19"
"fue 29","MUE 1"
"fue 31","MUE 32"
"fue 34","MUE 9"
"fue 35","MUE 5"
"fue 37","MUE 13"
"fue 38","MUE 7"
"fue 41","MUE 34"
"fue 42","MUE 35"
"fue 46","MUE 21"
"fue 48","MUE 33"
"fue 49","MUE 27"
"fue 52","MUE 12"
"fue 54","MUE 6"
"fue 55","MUE 10"
"fue 56","MUE 4"
"fue 62","MUE 17"
"fue 63","MUE 14"
"fue 65","MUE 24"
"fue 68","MUE 8"
"fue 72","MUE 16"
