"fue","MUE"
"fue 1","MUE 4"
"fue 3","MUE 11"
"fue 4","MUE 1"
"fue 5","MUE 5"
"fue 8","MUE 17"
"fue 9","MUE 32"
"fue 10","MUE 34"
"fue 13","MUE 7"
"fue 14","MUE 10"
"fue 17","MUE 16"
"fue 18","MUE 18"
"fue 20","MUE 12"
"fue 21","MUE 3"
"fue 25","MUE 36"
"fue 26","MUE 23"
"fue 28","MUE 2"
"fue 29","MUE 26"
"fue 30","MUE 21"
"fue 32","MUE 15"
"fue 35","MUE 13"
"fue 36","MUE 8"
"fue 39","MUE 24"
"fue 40","MUE 33"
"fue 41","MUE 25"
"fue 43","MUE 6"
"fue 48","MUE 35"
"fue 49","MUE 28"
"fue 50","MUE 30"
"fue 51","MUE 22"
"fue 52","MUE 29"
"fue 55","MUE 9"
"fue 56","MUE 19"
"fue 58","MUE 14"
"fue 59","MUE 31"
"fue 64","MUE 27"
"fue 67","MUE 20"
