"fue","MUE"
"fue 6","MUE 9"
"fue 7","MUE 30"
"fue 9","MUE 5"
"fue 14","MUE 23"
"fue 16","MUE 35"
"fue 17","MUE 12"
"fue 18","MUE 34"
"fue 21","MUE 11"
"fue 22","MUE 36"
"fue 23","MUE 28"
"fue 25","MUE 32"
"fue 26","MUE 17"
"fue 27","MUE 20"
"fue 29","MUE 2"
"fue 33","MUE 8"
"fue 34","MUE 6"
"fue 37","MUE 3"
"fue 39","MUE 14"
"fue 40","MUE 24"
"fue 43","MUE 18"
"fue 45","MUE 7"
"fue 46","MUE 19"
"fue 47","MUE 10"
"fue 51","MUE 33"
"fue 61","MUE 26"
"fue 62","MUE 27"
"fue 66","MUE 15"
"fue 67","MUE 1"
"fue 71","MUE 13"
"fue 79","MUE 4"
"fue 80","MUE 22"
"fue 84","MUE 29"
"fue 85","MUE 16"
"fue 86","MUE 21"
"fue 88","MUE 25"
"fue 89","MUE 31"
