"fue","MUE"
"fue 3","MUE 10"
"fue 4","MUE 4"
"fue 6","MUE 18"
"fue 9","MUE 17"
"fue 10","MUE 21"
"fue 13","MUE 34"
"fue 14","MUE 7"
"fue 16","MUE 31"
"fue 17","MUE 25"
"fue 18","MUE 23"
"fue 20","MUE 26"
"fue 22","MUE 2"
"fue 23","MUE 8"
"fue 28","MUE 15"
"fue 29","MUE 5"
"fue 30","MUE 11"
"fue 33","MUE 28"
"fue 36","MUE 32"
"fue 37","MUE 6"
"fue 38","MUE 16"
"fue 45","MUE 9"
"fue 46","MUE 19"
"fue 47","MUE 12"
"fue 48","MUE 20"
"fue 50","MUE 30"
"fue 51","MUE 24"
"fue 52","MUE 13"
"fue 54","MUE 27"
"fue 56","MUE 22"
"fue 57","MUE 3"
"fue 59","MUE 36"
"fue 60","MUE 1"
"fue 62","MUE 29"
"fue 63","MUE 33"
"fue 64","MUE 14"
"fue 66","MUE 35"
