"fue","MUE"
"fue 5","MUE 6"
"fue 7","MUE 5"
"fue 9","MUE 11"
"fue 10","MUE 33"
"fue 11","MUE 26"
"fue 12","MUE 16"
"fue 13","MUE 28"
"fue 14","MUE 4"
"fue 15","MUE 19"
"fue 16","MUE 1"
"fue 19","MUE 3"
"fue 20","MUE 12"
"fue 21","MUE 30"
"fue 22","MUE 20"
"fue 24","MUE 34"
"fue 27","MUE 15"
"fue 28","MUE 18"
"fue 33","MUE 21"
"fue 34","MUE 7"
"fue 35","MUE 22"
"fue 39","MUE 27"
"fue 45","MUE 9"
"fue 49","MUE 23"
"fue 51","MUE 14"
"fue 52","MUE 35"
"fue 53","MUE 29"
"fue 55","MUE 17"
"fue 57","MUE 32"
"fue 60","MUE 2"
"fue 64","MUE 8"
"fue 66","MUE 13"
"fue 67","MUE 24"
"fue 68","MUE 36"
"fue 70","MUE 10"
"fue 71","MUE 31"
"fue 72","MUE 25"
