"fue","MUE"
"fue 6","MUE 28"
"fue 7","MUE 9"
"fue 8","MUE 25"
"fue 9","MUE 22"
"fue 10","MUE 2"
"fue 11","MUE 19"
"fue 12","MUE 7"
"fue 13","MUE 27"
"fue 17","MUE 16"
"fue 18","MUE 5"
"fue 19","MUE 11"
"fue 20","MUE 18"
"fue 24","MUE 6"
"fue 26","MUE 15"
"fue 27","MUE 23"
"fue 29","MUE 24"
"fue 31","MUE 10"
"fue 36","MUE 29"
"fue 38","MUE 3"
"fue 41","MUE 14"
"fue 43","MUE 17"
"fue 46","MUE 21"
"fue 47","MUE 30"
"fue 48","MUE 20"
"fue 50","MUE 34"
"fue 52","MUE 36"
"fue 54","MUE 1"
"fue 56","MUE 31"
"fue 57","MUE 4"
"fue 60","MUE 33"
"fue 61","MUE 12"
"fue 62","MUE 32"
"fue 63","MUE 35"
"fue 64","MUE 8"
"fue 65","MUE 13"
"fue 66","MUE 26"
