"fue","MUE"
"fue 1","MUE 16"
"fue 3","MUE 15"
"fue 4","MUE 12"
"fue 5","MUE 8"
"fue 8","MUE 18"
"fue 9","MUE 9"
"fue 10","MUE 24"
"fue 12","MUE 26"
"fue 14","MUE 10"
"fue 15","MUE 13"
"fue 16","MUE 5"
"fue 17","MUE 19"
"fue 19","MUE 1"
"fue 20","MUE 22"
"fue 21","MUE 4"
"fue 22","MUE 30"
"fue 23","MUE 11"
"fue 24","MUE 28"
"fue 25","MUE 14"
"fue 30","MUE 33"
"fue 32","MUE 23"
"fue 35","MUE 32"
"fue 36","MUE 31"
"fue 37","MUE 7"
"fue 38","MUE 34"
"fue 40","MUE 29"
"fue 43","MUE 36"
"fue 44","MUE 20"
"fue 45","MUE 27"
"fue 46","MUE 21"
"fue 47","MUE 6"
"fue 48","MUE 35"
"fue 51","MUE 2"
"fue 52","MUE 25"
"fue 53","MUE 3"
"fue 54","MUE 17"
