"fue","MUE"
"fue 3","MUE 36"
"fue 4","MUE 32"
"fue 5","MUE 4"
"fue 6","MUE 30"
"fue 7","MUE 34"
"fue 9","MUE 7"
"fue 10","MUE 23"
"fue 11","MUE 11"
"fue 13","MUE 10"
"fue 14","MUE 20"
"fue 19","MUE 26"
"fue 20","MUE 16"
"fue 21","MUE 35"
"fue 25","MUE 19"
"fue 28","MUE 14"
"fue 30","MUE 3"
"fue 33","MUE 22"
"fue 35","MUE 27"
"fue 37","MUE 9"
"fue 38","MUE 1"
"fue 40","MUE 15"
"fue 41","MUE 25"
"fue 42","MUE 8"
"fue 45","MUE 24"
"fue 52","MUE 29"
"fue 54","MUE 28"
"fue 55","MUE 21"
"fue 56","MUE 6"
"fue 58","MUE 2"
"fue 59","MUE 17"
"fue 66","MUE 31"
"fue 67","MUE 13"
"fue 70","MUE 18"
"fue 71","MUE 5"
"fue 73","MUE 33"
"fue 76","MUE 12"
