"fue","MUE"
"fue 2","MUE 24"
"fue 3","MUE 28"
"fue 5","MUE 14"
"fue 6","MUE 30"
"fue 7","MUE 29"
"fue 12","MUE 6"
"fue 13","MUE 17"
"fue 15","MUE 10"
"fue 17","MUE 16"
"fue 20","MUE 1"
"fue 21","MUE 25"
"fue 27","MUE 15"
"fue 28","MUE 22"
"fue 31","MUE 2"
"fue 32","MUE 21"
"fue 33","MUE 18"
"fue 35","MUE 23"
"fue 38","MUE 5"
"fue 40","MUE 20"
"fue 43","MUE 7"
"fue 49","MUE 27"
"fue 52","MUE 8"
"fue 53","MUE 35"
"fue 55","MUE 33"
"fue 56","MUE 11"
"fue 59","MUE 12"
"fue 61","MUE 31"
"fue 64","MUE 26"
"fue 65","MUE 4"
"fue 70","MUE 36"
"fue 71","MUE 3"
"fue 72","MUE 13"
"fue 73","MUE 34"
"fue 76","MUE 19"
"fue 79","MUE 32"
"fue 80","MUE 9"
