"fue","MUE"
"fue 1","MUE 14"
"fue 2","MUE 5"
"fue 4","MUE 23"
"fue 7","MUE 9"
"fue 10","MUE 8"
"fue 13","MUE 6"
"fue 14","MUE 20"
"fue 15","MUE 18"
"fue 21","MUE 10"
"fue 23","MUE 1"
"fue 24","MUE 12"
"fue 28","MUE 16"
"fue 30","MUE 4"
"fue 31","MUE 28"
"fue 32","MUE 31"
"fue 33","MUE 29"
"fue 34","MUE 22"
"fue 36","MUE 34"
"fue 37","MUE 36"
"fue 39","MUE 17"
"fue 41","MUE 3"
"fue 43","MUE 26"
"fue 44","MUE 35"
"fue 45","MUE 32"
"fue 50","MUE 27"
"fue 51","MUE 25"
"fue 54","MUE 30"
"fue 55","MUE 19"
"fue 56","MUE 21"
"fue 61","MUE 33"
"fue 62","MUE 2"
"fue 65","MUE 11"
"fue 67","MUE 13"
"fue 70","MUE 7"
"fue 71","MUE 15"
"fue 72","MUE 24"
