"fue","MUE"
"fue 3","MUE 12"
"fue 4","MUE 2"
"fue 9","MUE 1"
"fue 10","MUE 6"
"fue 11","MUE 20"
"fue 12","MUE 36"
"fue 14","MUE 13"
"fue 15","MUE 31"
"fue 18","MUE 11"
"fue 19","MUE 23"
"fue 20","MUE 7"
"fue 22","MUE 34"
"fue 23","MUE 32"
"fue 25","MUE 26"
"fue 26","MUE 21"
"fue 27","MUE 27"
"fue 28","MUE 25"
"fue 30","MUE 35"
"fue 31","MUE 8"
"fue 34","MUE 19"
"fue 35","MUE 10"
"fue 37","MUE 5"
"fue 38","MUE 24"
"fue 40","MUE 4"
"fue 41","MUE 16"
"fue 42","MUE 9"
"fue 43","MUE 33"
"fue 44","MUE 15"
"fue 45","MUE 22"
"fue 46","MUE 17"
"fue 48","MUE 14"
"fue 49","MUE 30"
"fue 51","MUE 3"
"fue 52","MUE 29"
"fue 58","MUE 28"
"fue 60","MUE 18"
