"fue","MUE"
"fue 2","MUE 15"
"fue 4","MUE 28"
"fue 6","MUE 1"
"fue 8","MUE 35"
"fue 11","MUE 27"
"fue 12","MUE 23"
"fue 16","MUE 10"
"fue 17","MUE 17"
"fue 21","MUE 2"
"fue 23","MUE 7"
"fue 24","MUE 14"
"fue 25","MUE 11"
"fue 28","MUE 16"
"fue 29","MUE 12"
"fue 36","MUE 8"
"fue 37","MUE 19"
"fue 39","MUE 22"
"fue 41","MUE 29"
"fue 43","MUE 30"
"fue 45","MUE 34"
"fue 51","MUE 18"
"fue 52","MUE 3"
"fue 55","MUE 13"
"fue 60","MUE 5"
"fue 61","MUE 4"
"fue 66","MUE 31"
"fue 67","MUE 33"
"fue 69","MUE 21"
"fue 71","MUE 24"
"fue 73","MUE 36"
"fue 74","MUE 20"
"fue 81","MUE 6"
"fue 82","MUE 26"
"fue 84","MUE 9"
"fue 85","MUE 25"
"fue 90","MUE 32"
