"fue","MUE"
"fue 1","MUE 6"
"fue 3","MUE 26"
"fue 5","MUE 29"
"fue 6","MUE 21"
"fue 8","MUE 18"
"fue 9","MUE 32"
"fue 11","MUE 36"
"fue 12","MUE 17"
"fue 14","MUE 16"
"fue 15","MUE 9"
"fue 16","MUE 10"
"fue 18","MUE 28"
"fue 22","MUE 35"
"fue 24","MUE 33"
"fue 25","MUE 12"
"fue 29","MUE 15"
"fue 31","MUE 19"
"fue 36","MUE 25"
"fue 39","MUE 13"
"fue 42","MUE 31"
"fue 43","MUE 27"
"fue 45","MUE 8"
"fue 46","MUE 23"
"fue 47","MUE 11"
"fue 50","MUE 2"
"fue 52","MUE 14"
"fue 53","MUE 20"
"fue 54","MUE 3"
"fue 61","MUE 34"
"fue 62","MUE 1"
"fue 64","MUE 5"
"fue 65","MUE 7"
"fue 66","MUE 4"
"fue 68","MUE 30"
"fue 69","MUE 22"
"fue 70","MUE 24"
