"fue","MUE"
"fue 1","MUE 25"
"fue 3","MUE 11"
"fue 4","MUE 5"
"fue 5","MUE 13"
"fue 6","MUE 32"
"fue 7","MUE 9"
"fue 8","MUE 33"
"fue 11","MUE 23"
"fue 12","MUE 29"
"fue 15","MUE 36"
"fue 17","MUE 30"
"fue 24","MUE 18"
"fue 25","MUE 15"
"fue 31","MUE 26"
"fue 32","MUE 24"
"fue 34","MUE 27"
"fue 37","MUE 16"
"fue 41","MUE 21"
"fue 42","MUE 4"
"fue 44","MUE 35"
"fue 48","MUE 20"
"fue 49","MUE 8"
"fue 50","MUE 17"
"fue 51","MUE 6"
"fue 54","MUE 14"
"fue 55","MUE 12"
"fue 58","MUE 1"
"fue 59","MUE 19"
"fue 60","MUE 28"
"fue 61","MUE 31"
"fue 63","MUE 10"
"fue 65","MUE 3"
"fue 69","MUE 2"
"fue 76","MUE 34"
"fue 81","MUE 7"
"fue 84","MUE 22"
