"fue","MUE"
"fue 2","MUE 6"
"fue 3","MUE 28"
"fue 4","MUE 26"
"fue 5","MUE 29"
"fue 6","MUE 32"
"fue 15","MUE 9"
"fue 21","MUE 22"
"fue 22","MUE 18"
"fue 23","MUE 24"
"fue 25","MUE 4"
"fue 26","MUE 3"
"fue 27","MUE 21"
"fue 28","MUE 25"
"fue 29","MUE 1"
"fue 30","MUE 16"
"fue 31","MUE 10"
"fue 32","MUE 33"
"fue 34","MUE 2"
"fue 35","MUE 35"
"fue 36","MUE 15"
"fue 37","MUE 30"
"fue 38","MUE 17"
"fue 48","MUE 14"
"fue 52","MUE 12"
"fue 55","MUE 13"
"fue 57","MUE 7"
"fue 60","MUE 31"
"fue 61","MUE 20"
"fue 64","MUE 8"
"fue 67","MUE 23"
"fue 68","MUE 34"
"fue 69","MUE 5"
"fue 70","MUE 19"
"fue 71","MUE 27"
"fue 75","MUE 11"
"fue 77","MUE 36"
