"fue","MUE"
"fue 4","MUE 5"
"fue 5","MUE 13"
"fue 8","MUE 14"
"fue 9","MUE 31"
"fue 11","MUE 6"
"fue 13","MUE 29"
"fue 14","MUE 12"
"fue 17","MUE 28"
"fue 19","MUE 20"
"fue 21","MUE 7"
"fue 22","MUE 30"
"fue 23","MUE 27"
"fue 24","MUE 34"
"fue 25","MUE 22"
"fue 26","MUE 33"
"fue 30","MUE 35"
"fue 31","MUE 4"
"fue 32","MUE 15"
"fue 33","MUE 16"
"fue 36","MUE 1"
"fue 37","MUE 24"
"fue 38","MUE 18"
"fue 39","MUE 32"
"fue 40","MUE 36"
"fue 41","MUE 23"
"fue 42","MUE 21"
"fue 45","MUE 2"
"fue 46","MUE 19"
"fue 49","MUE 3"
"fue 50","MUE 17"
"fue 53","MUE 25"
"fue 55","MUE 8"
"fue 56","MUE 26"
"fue 58","MUE 10"
"fue 59","MUE 9"
"fue 60","MUE 11"
