"fue","MUE"
"fue 1","MUE 4"
"fue 4","MUE 23"
"fue 5","MUE 1"
"fue 6","MUE 8"
"fue 7","MUE 6"
"fue 8","MUE 22"
"fue 9","MUE 34"
"fue 10","MUE 24"
"fue 11","MUE 19"
"fue 13","MUE 17"
"fue 14","MUE 5"
"fue 15","MUE 27"
"fue 17","MUE 31"
"fue 18","MUE 14"
"fue 20","MUE 15"
"fue 22","MUE 3"
"fue 24","MUE 16"
"fue 25","MUE 25"
"fue 29","MUE 32"
"fue 31","MUE 10"
"fue 33","MUE 13"
"fue 34","MUE 2"
"fue 35","MUE 7"
"fue 36","MUE 20"
"fue 37","MUE 18"
"fue 39","MUE 9"
"fue 40","MUE 12"
"fue 41","MUE 33"
"fue 43","MUE 35"
"fue 45","MUE 26"
"fue 46","MUE 36"
"fue 48","MUE 29"
"fue 49","MUE 28"
"fue 52","MUE 30"
"fue 53","MUE 21"
"fue 54","MUE 11"
