"fue","MUE"
"fue 2","MUE 2"
"fue 3","MUE 18"
"fue 5","MUE 11"
"fue 6","MUE 29"
"fue 8","MUE 10"
"fue 9","MUE 19"
"fue 10","MUE 32"
"fue 11","MUE 13"
"fue 13","MUE 3"
"fue 14","MUE 22"
"fue 15","MUE 6"
"fue 17","MUE 4"
"fue 18","MUE 28"
"fue 19","MUE 17"
"fue 20","MUE 8"
"fue 21","MUE 16"
"fue 22","MUE 23"
"fue 25","MUE 12"
"fue 26","MUE 25"
"fue 27","MUE 36"
"fue 28","MUE 27"
"fue 29","MUE 1"
"fue 30","MUE 35"
"fue 31","MUE 15"
"fue 36","MUE 34"
"fue 37","MUE 33"
"fue 39","MUE 21"
"fue 40","MUE 14"
"fue 41","MUE 31"
"fue 42","MUE 7"
"fue 43","MUE 20"
"fue 44","MUE 24"
"fue 45","MUE 9"
"fue 46","MUE 26"
"fue 47","MUE 30"
"fue 48","MUE 5"
