"fue","MUE"
"fue 2","MUE 11"
"fue 3","MUE 9"
"fue 4","MUE 33"
"fue 6","MUE 23"
"fue 7","MUE 5"
"fue 8","MUE 1"
"fue 9","MUE 10"
"fue 11","MUE 19"
"fue 13","MUE 22"
"fue 14","MUE 28"
"fue 15","MUE 15"
"fue 16","MUE 36"
"fue 18","MUE 21"
"fue 19","MUE 31"
"fue 21","MUE 25"
"fue 22","MUE 30"
"fue 23","MUE 6"
"fue 24","MUE 7"
"fue 25","MUE 32"
"fue 28","MUE 12"
"fue 29","MUE 20"
"fue 30","MUE 26"
"fue 31","MUE 35"
"fue 32","MUE 18"
"fue 33","MUE 34"
"fue 34","MUE 24"
"fue 35","MUE 4"
"fue 36","MUE 27"
"fue 37","MUE 3"
"fue 38","MUE 14"
"fue 40","MUE 13"
"fue 43","MUE 2"
"fue 44","MUE 29"
"fue 45","MUE 17"
"fue 46","MUE 8"
"fue 48","MUE 16"
