"fue","MUE"
"fue 1","MUE 31"
"fue 2","MUE 21"
"fue 6","MUE 15"
"fue 12","MUE 7"
"fue 14","MUE 26"
"fue 15","MUE 16"
"fue 16","MUE 29"
"fue 19","MUE 8"
"fue 22","MUE 33"
"fue 23","MUE 19"
"fue 24","MUE 10"
"fue 25","MUE 30"
"fue 26","MUE 17"
"fue 27","MUE 6"
"fue 30","MUE 14"
"fue 32","MUE 18"
"fue 35","MUE 27"
"fue 36","MUE 32"
"fue 37","MUE 35"
"fue 39","MUE 4"
"fue 43","MUE 5"
"fue 46","MUE 13"
"fue 51","MUE 2"
"fue 52","MUE 1"
"fue 61","MUE 9"
"fue 63","MUE 25"
"fue 67","MUE 28"
"fue 68","MUE 34"
"fue 69","MUE 11"
"fue 74","MUE 3"
"fue 75","MUE 36"
"fue 77","MUE 22"
"fue 78","MUE 23"
"fue 83","MUE 24"
"fue 84","MUE 20"
"fue 87","MUE 12"
