"fue","MUE"
"fue 4","MUE 23"
"fue 7","MUE 4"
"fue 8","MUE 20"
"fue 9","MUE 27"
"fue 10","MUE 26"
"fue 14","MUE 15"
"fue 16","MUE 1"
"fue 17","MUE 6"
"fue 19","MUE 10"
"fue 20","MUE 35"
"fue 23","MUE 11"
"fue 26","MUE 16"
"fue 28","MUE 28"
"fue 29","MUE 31"
"fue 30","MUE 36"
"fue 33","MUE 19"
"fue 37","MUE 7"
"fue 38","MUE 3"
"fue 39","MUE 18"
"fue 40","MUE 29"
"fue 43","MUE 2"
"fue 45","MUE 30"
"fue 46","MUE 14"
"fue 47","MUE 25"
"fue 48","MUE 9"
"fue 52","MUE 13"
"fue 53","MUE 5"
"fue 54","MUE 8"
"fue 55","MUE 21"
"fue 56","MUE 12"
"fue 57","MUE 33"
"fue 60","MUE 34"
"fue 61","MUE 17"
"fue 62","MUE 24"
"fue 64","MUE 32"
"fue 72","MUE 22"
