"fue","MUE"
"fue 1","MUE 17"
"fue 2","MUE 1"
"fue 3","MUE 32"
"fue 6","MUE 33"
"fue 11","MUE 3"
"fue 12","MUE 36"
"fue 13","MUE 34"
"fue 14","MUE 21"
"fue 15","MUE 31"
"fue 18","MUE 18"
"fue 21","MUE 28"
"fue 22","MUE 2"
"fue 23","MUE 7"
"fue 24","MUE 24"
"fue 26","MUE 25"
"fue 36","MUE 4"
"fue 37","MUE 8"
"fue 41","MUE 15"
"fue 42","MUE 23"
"fue 45","MUE 30"
"fue 47","MUE 29"
"fue 48","MUE 20"
"fue 51","MUE 13"
"fue 52","MUE 27"
"fue 55","MUE 35"
"fue 60","MUE 19"
"fue 66","MUE 9"
"fue 71","MUE 16"
"fue 74","MUE 10"
"fue 75","MUE 5"
"fue 77","MUE 14"
"fue 78","MUE 12"
"fue 80","MUE 11"
"fue 81","MUE 26"
"fue 82","MUE 6"
"fue 83","MUE 22"
