"fue","MUE"
"fue 4","MUE 28"
"fue 5","MUE 35"
"fue 7","MUE 18"
"fue 11","MUE 22"
"fue 13","MUE 25"
"fue 16","MUE 19"
"fue 20","MUE 29"
"fue 23","MUE 23"
"fue 24","MUE 13"
"fue 28","MUE 4"
"fue 29","MUE 30"
"fue 30","MUE 31"
"fue 31","MUE 26"
"fue 35","MUE 17"
"fue 36","MUE 9"
"fue 38","MUE 32"
"fue 39","MUE 21"
"fue 42","MUE 36"
"fue 43","MUE 12"
"fue 45","MUE 3"
"fue 47","MUE 34"
"fue 48","MUE 33"
"fue 49","MUE 5"
"fue 50","MUE 1"
"fue 52","MUE 24"
"fue 56","MUE 14"
"fue 58","MUE 11"
"fue 60","MUE 15"
"fue 62","MUE 16"
"fue 67","MUE 27"
"fue 69","MUE 8"
"fue 72","MUE 7"
"fue 73","MUE 10"
"fue 79","MUE 20"
"fue 80","MUE 2"
"fue 83","MUE 6"
