"fue","MUE"
"fue 1","MUE 20"
"fue 2","MUE 34"
"fue 4","MUE 29"
"fue 5","MUE 6"
"fue 6","MUE 32"
"fue 7","MUE 30"
"fue 8","MUE 33"
"fue 9","MUE 17"
"fue 10","MUE 25"
"fue 11","MUE 7"
"fue 12","MUE 2"
"fue 15","MUE 23"
"fue 19","MUE 21"
"fue 21","MUE 15"
"fue 22","MUE 11"
"fue 23","MUE 13"
"fue 25","MUE 18"
"fue 26","MUE 19"
"fue 27","MUE 4"
"fue 29","MUE 3"
"fue 30","MUE 8"
"fue 32","MUE 26"
"fue 33","MUE 36"
"fue 35","MUE 22"
"fue 36","MUE 10"
"fue 37","MUE 27"
"fue 38","MUE 1"
"fue 39","MUE 35"
"fue 40","MUE 24"
"fue 42","MUE 14"
"fue 43","MUE 16"
"fue 44","MUE 28"
"fue 45","MUE 9"
"fue 46","MUE 31"
"fue 47","MUE 12"
"fue 48","MUE 5"
