"fue","MUE"
"fue 1","MUE 34"
"fue 2","MUE 17"
"fue 5","MUE 23"
"fue 7","MUE 35"
"fue 8","MUE 16"
"fue 9","MUE 29"
"fue 10","MUE 24"
"fue 11","MUE 14"
"fue 13","MUE 15"
"fue 14","MUE 31"
"fue 15","MUE 21"
"fue 17","MUE 13"
"fue 18","MUE 1"
"fue 22","MUE 22"
"fue 23","MUE 9"
"fue 24","MUE 36"
"fue 26","MUE 19"
"fue 28","MUE 5"
"fue 31","MUE 6"
"fue 32","MUE 4"
"fue 33","MUE 28"
"fue 34","MUE 12"
"fue 37","MUE 2"
"fue 38","MUE 26"
"fue 43","MUE 27"
"fue 44","MUE 30"
"fue 45","MUE 25"
"fue 46","MUE 11"
"fue 49","MUE 32"
"fue 51","MUE 20"
"fue 52","MUE 3"
"fue 53","MUE 18"
"fue 54","MUE 8"
"fue 57","MUE 10"
"fue 58","MUE 33"
"fue 60","MUE 7"
