"fue","MUE"
"fue 2","MUE 8"
"fue 4","MUE 31"
"fue 6","MUE 12"
"fue 9","MUE 30"
"fue 12","MUE 10"
"fue 15","MUE 34"
"fue 16","MUE 17"
"fue 21","MUE 24"
"fue 22","MUE 15"
"fue 23","MUE 32"
"fue 24","MUE 3"
"fue 29","MUE 1"
"fue 30","MUE 21"
"fue 34","MUE 28"
"fue 39","MUE 36"
"fue 40","MUE 19"
"fue 41","MUE 23"
"fue 43","MUE 7"
"fue 47","MUE 33"
"fue 48","MUE 25"
"fue 53","MUE 9"
"fue 55","MUE 16"
"fue 56","MUE 22"
"fue 57","MUE 4"
"fue 60","MUE 26"
"fue 61","MUE 13"
"fue 62","MUE 2"
"fue 63","MUE 29"
"fue 67","MUE 27"
"fue 68","MUE 11"
"fue 69","MUE 5"
"fue 70","MUE 35"
"fue 71","MUE 14"
"fue 73","MUE 18"
"fue 77","MUE 6"
"fue 78","MUE 20"
