"fue","MUE"
"fue 2","MUE 7"
"fue 4","MUE 26"
"fue 9","MUE 6"
"fue 10","MUE 12"
"fue 12","MUE 4"
"fue 13","MUE 36"
"fue 14","MUE 13"
"fue 15","MUE 33"
"fue 19","MUE 31"
"fue 24","MUE 30"
"fue 25","MUE 8"
"fue 26","MUE 16"
"fue 28","MUE 27"
"fue 29","MUE 11"
"fue 30","MUE 2"
"fue 31","MUE 35"
"fue 32","MUE 1"
"fue 33","MUE 29"
"fue 35","MUE 32"
"fue 36","MUE 23"
"fue 37","MUE 28"
"fue 38","MUE 19"
"fue 39","MUE 15"
"fue 40","MUE 5"
"fue 43","MUE 25"
"fue 45","MUE 17"
"fue 46","MUE 22"
"fue 48","MUE 10"
"fue 49","MUE 14"
"fue 52","MUE 18"
"fue 53","MUE 24"
"fue 54","MUE 3"
"fue 56","MUE 34"
"fue 59","MUE 9"
"fue 60","MUE 20"
"fue 63","MUE 21"
