"fue","MUE"
"fue 1","MUE 9"
"fue 2","MUE 33"
"fue 7","MUE 1"
"fue 8","MUE 29"
"fue 9","MUE 11"
"fue 11","MUE 4"
"fue 13","MUE 8"
"fue 18","MUE 7"
"fue 20","MUE 12"
"fue 21","MUE 20"
"fue 24","MUE 32"
"fue 27","MUE 19"
"fue 28","MUE 35"
"fue 31","MUE 17"
"fue 32","MUE 2"
"fue 33","MUE 30"
"fue 36","MUE 21"
"fue 37","MUE 10"
"fue 43","MUE 6"
"fue 44","MUE 28"
"fue 45","MUE 24"
"fue 47","MUE 13"
"fue 48","MUE 22"
"fue 49","MUE 25"
"fue 50","MUE 36"
"fue 51","MUE 3"
"fue 52","MUE 34"
"fue 53","MUE 14"
"fue 54","MUE 31"
"fue 55","MUE 18"
"fue 57","MUE 26"
"fue 59","MUE 27"
"fue 62","MUE 15"
"fue 65","MUE 5"
"fue 69","MUE 16"
"fue 72","MUE 23"
