"fue","MUE"
"fue 2","MUE 2"
"fue 4","MUE 30"
"fue 5","MUE 18"
"fue 6","MUE 28"
"fue 8","MUE 9"
"fue 13","MUE 32"
"fue 15","MUE 13"
"fue 17","MUE 5"
"fue 18","MUE 16"
"fue 20","MUE 27"
"fue 21","MUE 7"
"fue 24","MUE 33"
"fue 26","MUE 4"
"fue 29","MUE 15"
"fue 33","MUE 19"
"fue 35","MUE 3"
"fue 37","MUE 25"
"fue 38","MUE 34"
"fue 41","MUE 8"
"fue 43","MUE 26"
"fue 44","MUE 14"
"fue 46","MUE 10"
"fue 49","MUE 31"
"fue 50","MUE 22"
"fue 52","MUE 23"
"fue 53","MUE 1"
"fue 55","MUE 17"
"fue 60","MUE 24"
"fue 62","MUE 36"
"fue 68","MUE 12"
"fue 69","MUE 20"
"fue 70","MUE 35"
"fue 72","MUE 6"
"fue 73","MUE 29"
"fue 74","MUE 21"
"fue 77","MUE 11"
