"fue","MUE"
"fue 1","MUE 9"
"fue 6","MUE 2"
"fue 13","MUE 21"
"fue 17","MUE 19"
"fue 18","MUE 28"
"fue 19","MUE 12"
"fue 23","MUE 31"
"fue 26","MUE 7"
"fue 28","MUE 27"
"fue 30","MUE 17"
"fue 31","MUE 6"
"fue 40","MUE 23"
"fue 45","MUE 11"
"fue 50","MUE 16"
"fue 51","MUE 35"
"fue 53","MUE 1"
"fue 55","MUE 15"
"fue 57","MUE 5"
"fue 58","MUE 33"
"fue 60","MUE 3"
"fue 62","MUE 20"
"fue 63","MUE 22"
"fue 65","MUE 25"
"fue 68","MUE 8"
"fue 69","MUE 10"
"fue 70","MUE 36"
"fue 72","MUE 24"
"fue 73","MUE 32"
"fue 76","MUE 4"
"fue 78","MUE 29"
"fue 81","MUE 13"
"fue 82","MUE 14"
"fue 84","MUE 18"
"fue 85","MUE 26"
"fue 89","MUE 30"
"fue 90","MUE 34"
