"fue","MUE"
"fue 3","MUE 11"
"fue 5","MUE 29"
"fue 6","MUE 24"
"fue 9","MUE 16"
"fue 10","MUE 8"
"fue 12","MUE 30"
"fue 13","MUE 1"
"fue 15","MUE 15"
"fue 16","MUE 21"
"fue 17","MUE 13"
"fue 18","MUE 4"
"fue 22","MUE 17"
"fue 24","MUE 10"
"fue 25","MUE 3"
"fue 26","MUE 35"
"fue 28","MUE 6"
"fue 29","MUE 18"
"fue 30","MUE 31"
"fue 31","MUE 2"
"fue 33","MUE 12"
"fue 35","MUE 26"
"fue 36","MUE 27"
"fue 37","MUE 28"
"fue 38","MUE 5"
"fue 40","MUE 23"
"fue 42","MUE 14"
"fue 43","MUE 20"
"fue 44","MUE 25"
"fue 45","MUE 36"
"fue 48","MUE 33"
"fue 49","MUE 9"
"fue 50","MUE 22"
"fue 51","MUE 32"
"fue 52","MUE 7"
"fue 53","MUE 34"
"fue 54","MUE 19"
