"fue","MUE"
"fue 1","MUE 1"
"fue 3","MUE 7"
"fue 5","MUE 6"
"fue 6","MUE 12"
"fue 7","MUE 30"
"fue 9","MUE 19"
"fue 11","MUE 33"
"fue 12","MUE 34"
"fue 13","MUE 2"
"fue 14","MUE 8"
"fue 15","MUE 16"
"fue 16","MUE 18"
"fue 17","MUE 21"
"fue 18","MUE 32"
"fue 19","MUE 10"
"fue 20","MUE 13"
"fue 22","MUE 35"
"fue 23","MUE 29"
"fue 24","MUE 36"
"fue 25","MUE 3"
"fue 26","MUE 5"
"fue 27","MUE 9"
"fue 30","MUE 22"
"fue 36","MUE 24"
"fue 37","MUE 20"
"fue 39","MUE 26"
"fue 40","MUE 11"
"fue 41","MUE 31"
"fue 42","MUE 28"
"fue 43","MUE 14"
"fue 44","MUE 27"
"fue 48","MUE 25"
"fue 49","MUE 17"
"fue 50","MUE 23"
"fue 51","MUE 15"
"fue 54","MUE 4"
