"fue","MUE"
"fue 9","MUE 2"
"fue 10","MUE 11"
"fue 14","MUE 9"
"fue 15","MUE 10"
"fue 16","MUE 20"
"fue 17","MUE 25"
"fue 19","MUE 32"
"fue 20","MUE 36"
"fue 23","MUE 13"
"fue 26","MUE 5"
"fue 27","MUE 12"
"fue 30","MUE 3"
"fue 31","MUE 1"
"fue 32","MUE 22"
"fue 34","MUE 6"
"fue 38","MUE 27"
"fue 39","MUE 21"
"fue 42","MUE 19"
"fue 47","MUE 29"
"fue 51","MUE 14"
"fue 52","MUE 8"
"fue 55","MUE 23"
"fue 59","MUE 24"
"fue 62","MUE 26"
"fue 63","MUE 31"
"fue 65","MUE 30"
"fue 66","MUE 7"
"fue 69","MUE 18"
"fue 71","MUE 28"
"fue 75","MUE 15"
"fue 76","MUE 33"
"fue 77","MUE 16"
"fue 78","MUE 34"
"fue 81","MUE 4"
"fue 82","MUE 35"
"fue 84","MUE 17"
