"fue","MUE"
"fue 1","MUE 18"
"fue 2","MUE 2"
"fue 3","MUE 16"
"fue 4","MUE 24"
"fue 5","MUE 28"
"fue 6","MUE 34"
"fue 8","MUE 26"
"fue 9","MUE 25"
"fue 11","MUE 23"
"fue 12","MUE 13"
"fue 13","MUE 10"
"fue 16","MUE 17"
"fue 18","MUE 6"
"fue 21","MUE 1"
"fue 28","MUE 22"
"fue 29","MUE 36"
"fue 30","MUE 14"
"fue 33","MUE 4"
"fue 35","MUE 3"
"fue 36","MUE 8"
"fue 38","MUE 21"
"fue 39","MUE 30"
"fue 40","MUE 31"
"fue 41","MUE 15"
"fue 42","MUE 5"
"fue 45","MUE 33"
"fue 47","MUE 32"
"fue 48","MUE 7"
"fue 49","MUE 12"
"fue 50","MUE 19"
"fue 53","MUE 35"
"fue 54","MUE 11"
"fue 55","MUE 27"
"fue 57","MUE 29"
"fue 59","MUE 9"
"fue 60","MUE 20"
