"fue","MUE"
"fue 6","MUE 33"
"fue 9","MUE 10"
"fue 11","MUE 26"
"fue 14","MUE 19"
"fue 16","MUE 7"
"fue 17","MUE 5"
"fue 18","MUE 24"
"fue 19","MUE 2"
"fue 20","MUE 3"
"fue 21","MUE 13"
"fue 24","MUE 15"
"fue 25","MUE 18"
"fue 26","MUE 1"
"fue 27","MUE 11"
"fue 28","MUE 22"
"fue 29","MUE 8"
"fue 30","MUE 27"
"fue 31","MUE 31"
"fue 36","MUE 25"
"fue 38","MUE 36"
"fue 41","MUE 4"
"fue 42","MUE 28"
"fue 44","MUE 17"
"fue 45","MUE 20"
"fue 47","MUE 16"
"fue 49","MUE 6"
"fue 50","MUE 9"
"fue 52","MUE 14"
"fue 53","MUE 34"
"fue 55","MUE 32"
"fue 57","MUE 21"
"fue 59","MUE 30"
"fue 60","MUE 29"
"fue 63","MUE 12"
"fue 65","MUE 35"
"fue 66","MUE 23"
