"fue","MUE"
"fue 2","MUE 8"
"fue 3","MUE 6"
"fue 4","MUE 21"
"fue 5","MUE 29"
"fue 7","MUE 25"
"fue 8","MUE 15"
"fue 12","MUE 5"
"fue 13","MUE 10"
"fue 15","MUE 19"
"fue 20","MUE 18"
"fue 21","MUE 17"
"fue 23","MUE 34"
"fue 25","MUE 20"
"fue 26","MUE 28"
"fue 27","MUE 9"
"fue 28","MUE 36"
"fue 29","MUE 26"
"fue 32","MUE 7"
"fue 33","MUE 30"
"fue 34","MUE 14"
"fue 35","MUE 35"
"fue 36","MUE 13"
"fue 38","MUE 32"
"fue 39","MUE 22"
"fue 41","MUE 4"
"fue 42","MUE 16"
"fue 48","MUE 11"
"fue 51","MUE 3"
"fue 53","MUE 23"
"fue 54","MUE 12"
"fue 59","MUE 33"
"fue 60","MUE 31"
"fue 62","MUE 1"
"fue 63","MUE 27"
"fue 64","MUE 24"
"fue 65","MUE 2"
