"fue","MUE"
"fue 3","MUE 21"
"fue 5","MUE 23"
"fue 7","MUE 33"
"fue 8","MUE 30"
"fue 14","MUE 28"
"fue 17","MUE 35"
"fue 18","MUE 14"
"fue 19","MUE 25"
"fue 23","MUE 2"
"fue 25","MUE 1"
"fue 27","MUE 7"
"fue 34","MUE 13"
"fue 36","MUE 9"
"fue 37","MUE 26"
"fue 39","MUE 22"
"fue 40","MUE 29"
"fue 41","MUE 16"
"fue 42","MUE 5"
"fue 43","MUE 17"
"fue 44","MUE 19"
"fue 46","MUE 6"
"fue 48","MUE 15"
"fue 51","MUE 10"
"fue 56","MUE 3"
"fue 57","MUE 8"
"fue 60","MUE 27"
"fue 61","MUE 11"
"fue 62","MUE 24"
"fue 66","MUE 34"
"fue 70","MUE 4"
"fue 72","MUE 18"
"fue 73","MUE 20"
"fue 74","MUE 36"
"fue 78","MUE 31"
"fue 80","MUE 32"
"fue 83","MUE 12"
