"fue","MUE"
"fue 1","MUE 17"
"fue 14","MUE 4"
"fue 15","MUE 20"
"fue 16","MUE 1"
"fue 17","MUE 16"
"fue 19","MUE 12"
"fue 20","MUE 33"
"fue 21","MUE 14"
"fue 28","MUE 11"
"fue 30","MUE 9"
"fue 31","MUE 6"
"fue 34","MUE 24"
"fue 35","MUE 30"
"fue 38","MUE 18"
"fue 40","MUE 25"
"fue 42","MUE 7"
"fue 44","MUE 21"
"fue 49","MUE 2"
"fue 51","MUE 31"
"fue 53","MUE 3"
"fue 54","MUE 19"
"fue 56","MUE 26"
"fue 57","MUE 13"
"fue 60","MUE 10"
"fue 63","MUE 32"
"fue 66","MUE 8"
"fue 67","MUE 35"
"fue 68","MUE 34"
"fue 69","MUE 23"
"fue 74","MUE 5"
"fue 75","MUE 15"
"fue 76","MUE 22"
"fue 80","MUE 36"
"fue 81","MUE 29"
"fue 83","MUE 27"
"fue 84","MUE 28"
