"fue","MUE"
"fue 6","MUE 13"
"fue 9","MUE 11"
"fue 10","MUE 14"
"fue 11","MUE 17"
"fue 13","MUE 25"
"fue 16","MUE 7"
"fue 19","MUE 22"
"fue 20","MUE 15"
"fue 21","MUE 3"
"fue 23","MUE 6"
"fue 24","MUE 10"
"fue 25","MUE 16"
"fue 27","MUE 12"
"fue 28","MUE 20"
"fue 29","MUE 2"
"fue 30","MUE 1"
"fue 32","MUE 26"
"fue 36","MUE 21"
"fue 42","MUE 28"
"fue 43","MUE 18"
"fue 44","MUE 4"
"fue 47","MUE 8"
"fue 49","MUE 31"
"fue 51","MUE 30"
"fue 52","MUE 29"
"fue 54","MUE 19"
"fue 55","MUE 33"
"fue 56","MUE 36"
"fue 59","MUE 23"
"fue 62","MUE 5"
"fue 63","MUE 9"
"fue 64","MUE 32"
"fue 66","MUE 24"
"fue 69","MUE 35"
"fue 70","MUE 27"
"fue 71","MUE 34"
