"fue","MUE"
"fue 2","MUE 25"
"fue 5","MUE 32"
"fue 8","MUE 14"
"fue 12","MUE 11"
"fue 13","MUE 26"
"fue 15","MUE 7"
"fue 16","MUE 2"
"fue 17","MUE 13"
"fue 20","MUE 30"
"fue 22","MUE 17"
"fue 27","MUE 10"
"fue 33","MUE 35"
"fue 35","MUE 22"
"fue 36","MUE 4"
"fue 37","MUE 23"
"fue 41","MUE 34"
"fue 42","MUE 19"
"fue 47","MUE 6"
"fue 51","MUE 3"
"fue 53","MUE 18"
"fue 54","MUE 29"
"fue 55","MUE 27"
"fue 56","MUE 15"
"fue 57","MUE 20"
"fue 61","MUE 9"
"fue 62","MUE 1"
"fue 64","MUE 24"
"fue 65","MUE 33"
"fue 66","MUE 21"
"fue 67","MUE 36"
"fue 68","MUE 31"
"fue 70","MUE 12"
"fue 73","MUE 5"
"fue 74","MUE 28"
"fue 77","MUE 16"
"fue 78","MUE 8"
