"fue","MUE"
"fue 1","MUE 23"
"fue 2","MUE 17"
"fue 3","MUE 24"
"fue 4","MUE 35"
"fue 5","MUE 16"
"fue 6","MUE 20"
"fue 8","MUE 30"
"fue 10","MUE 4"
"fue 11","MUE 27"
"fue 12","MUE 14"
"fue 13","MUE 9"
"fue 14","MUE 5"
"fue 20","MUE 13"
"fue 22","MUE 21"
"fue 23","MUE 34"
"fue 24","MUE 7"
"fue 25","MUE 1"
"fue 26","MUE 6"
"fue 27","MUE 33"
"fue 29","MUE 2"
"fue 31","MUE 25"
"fue 32","MUE 15"
"fue 36","MUE 36"
"fue 38","MUE 22"
"fue 39","MUE 26"
"fue 41","MUE 29"
"fue 42","MUE 28"
"fue 44","MUE 3"
"fue 49","MUE 32"
"fue 55","MUE 10"
"fue 56","MUE 12"
"fue 61","MUE 8"
"fue 62","MUE 19"
"fue 63","MUE 31"
"fue 65","MUE 18"
"fue 66","MUE 11"
