"fue","MUE"
"fue 4","MUE 20"
"fue 5","MUE 6"
"fue 7","MUE 1"
"fue 8","MUE 5"
"fue 9","MUE 3"
"fue 10","MUE 15"
"fue 12","MUE 16"
"fue 16","MUE 9"
"fue 21","MUE 2"
"fue 22","MUE 13"
"fue 23","MUE 11"
"fue 24","MUE 18"
"fue 25","MUE 12"
"fue 31","MUE 23"
"fue 35","MUE 14"
"fue 38","MUE 30"
"fue 39","MUE 28"
"fue 42","MUE 10"
"fue 44","MUE 25"
"fue 46","MUE 32"
"fue 47","MUE 8"
"fue 53","MUE 34"
"fue 54","MUE 33"
"fue 57","MUE 36"
"fue 59","MUE 21"
"fue 61","MUE 7"
"fue 62","MUE 29"
"fue 63","MUE 19"
"fue 67","MUE 22"
"fue 68","MUE 35"
"fue 78","MUE 17"
"fue 80","MUE 31"
"fue 82","MUE 4"
"fue 83","MUE 26"
"fue 84","MUE 24"
"fue 89","MUE 27"
