"fue","MUE"
"fue 1","MUE 28"
"fue 2","MUE 30"
"fue 3","MUE 5"
"fue 5","MUE 12"
"fue 7","MUE 20"
"fue 8","MUE 13"
"fue 11","MUE 19"
"fue 15","MUE 22"
"fue 16","MUE 16"
"fue 17","MUE 35"
"fue 21","MUE 6"
"fue 22","MUE 24"
"fue 23","MUE 11"
"fue 28","MUE 8"
"fue 29","MUE 9"
"fue 31","MUE 15"
"fue 32","MUE 27"
"fue 35","MUE 2"
"fue 39","MUE 26"
"fue 44","MUE 25"
"fue 45","MUE 7"
"fue 49","MUE 34"
"fue 51","MUE 29"
"fue 54","MUE 10"
"fue 61","MUE 1"
"fue 66","MUE 33"
"fue 67","MUE 31"
"fue 68","MUE 23"
"fue 70","MUE 14"
"fue 72","MUE 4"
"fue 74","MUE 36"
"fue 75","MUE 17"
"fue 80","MUE 32"
"fue 82","MUE 18"
"fue 83","MUE 3"
"fue 84","MUE 21"
