"fue","MUE"
"fue 1","MUE 1"
"fue 3","MUE 4"
"fue 5","MUE 13"
"fue 6","MUE 12"
"fue 10","MUE 25"
"fue 12","MUE 32"
"fue 13","MUE 2"
"fue 14","MUE 17"
"fue 17","MUE 10"
"fue 19","MUE 22"
"fue 20","MUE 16"
"fue 21","MUE 21"
"fue 23","MUE 11"
"fue 25","MUE 30"
"fue 26","MUE 27"
"fue 28","MUE 23"
"fue 29","MUE 29"
"fue 32","MUE 5"
"fue 33","MUE 9"
"fue 35","MUE 33"
"fue 37","MUE 24"
"fue 39","MUE 31"
"fue 40","MUE 14"
"fue 41","MUE 19"
"fue 46","MUE 6"
"fue 50","MUE 26"
"fue 51","MUE 36"
"fue 54","MUE 18"
"fue 56","MUE 28"
"fue 60","MUE 8"
"fue 63","MUE 15"
"fue 66","MUE 34"
"fue 67","MUE 20"
"fue 68","MUE 35"
"fue 71","MUE 3"
"fue 72","MUE 7"
