"fue","MUE"
"fue 1","MUE 21"
"fue 3","MUE 5"
"fue 4","MUE 18"
"fue 9","MUE 17"
"fue 10","MUE 11"
"fue 11","MUE 6"
"fue 12","MUE 15"
"fue 14","MUE 35"
"fue 15","MUE 36"
"fue 18","MUE 30"
"fue 20","MUE 20"
"fue 22","MUE 9"
"fue 27","MUE 25"
"fue 28","MUE 32"
"fue 29","MUE 7"
"fue 31","MUE 3"
"fue 34","MUE 8"
"fue 35","MUE 22"
"fue 39","MUE 19"
"fue 47","MUE 28"
"fue 48","MUE 2"
"fue 49","MUE 4"
"fue 50","MUE 1"
"fue 51","MUE 12"
"fue 55","MUE 33"
"fue 61","MUE 14"
"fue 63","MUE 16"
"fue 64","MUE 29"
"fue 66","MUE 13"
"fue 68","MUE 24"
"fue 73","MUE 23"
"fue 75","MUE 27"
"fue 76","MUE 26"
"fue 78","MUE 10"
"fue 82","MUE 31"
"fue 84","MUE 34"
