"fue","MUE"
"fue 2","MUE 25"
"fue 3","MUE 24"
"fue 6","MUE 9"
"fue 9","MUE 4"
"fue 10","MUE 12"
"fue 11","MUE 28"
"fue 13","MUE 17"
"fue 14","MUE 36"
"fue 19","MUE 22"
"fue 26","MUE 19"
"fue 31","MUE 21"
"fue 35","MUE 7"
"fue 37","MUE 1"
"fue 40","MUE 2"
"fue 43","MUE 27"
"fue 46","MUE 3"
"fue 48","MUE 32"
"fue 50","MUE 20"
"fue 54","MUE 31"
"fue 55","MUE 10"
"fue 56","MUE 15"
"fue 59","MUE 34"
"fue 60","MUE 11"
"fue 61","MUE 13"
"fue 65","MUE 16"
"fue 66","MUE 6"
"fue 67","MUE 26"
"fue 69","MUE 5"
"fue 74","MUE 18"
"fue 76","MUE 14"
"fue 78","MUE 8"
"fue 80","MUE 33"
"fue 82","MUE 30"
"fue 87","MUE 29"
"fue 88","MUE 35"
"fue 90","MUE 23"
