"fue","MUE"
"fue 1","MUE 32"
"fue 2","MUE 5"
"fue 4","MUE 31"
"fue 7","MUE 1"
"fue 8","MUE 34"
"fue 9","MUE 16"
"fue 10","MUE 27"
"fue 12","MUE 15"
"fue 17","MUE 6"
"fue 18","MUE 20"
"fue 19","MUE 11"
"fue 20","MUE 22"
"fue 23","MUE 9"
"fue 24","MUE 8"
"fue 25","MUE 26"
"fue 28","MUE 21"
"fue 35","MUE 2"
"fue 37","MUE 7"
"fue 41","MUE 28"
"fue 47","MUE 25"
"fue 48","MUE 23"
"fue 51","MUE 13"
"fue 53","MUE 18"
"fue 55","MUE 35"
"fue 56","MUE 4"
"fue 57","MUE 3"
"fue 58","MUE 14"
"fue 61","MUE 29"
"fue 62","MUE 36"
"fue 64","MUE 10"
"fue 66","MUE 17"
"fue 68","MUE 12"
"fue 69","MUE 30"
"fue 79","MUE 24"
"fue 82","MUE 33"
"fue 83","MUE 19"
