"fue","MUE"
"fue 1","MUE 2"
"fue 2","MUE 24"
"fue 3","MUE 36"
"fue 4","MUE 28"
"fue 7","MUE 30"
"fue 8","MUE 14"
"fue 10","MUE 13"
"fue 13","MUE 9"
"fue 14","MUE 18"
"fue 15","MUE 5"
"fue 18","MUE 17"
"fue 20","MUE 16"
"fue 26","MUE 4"
"fue 29","MUE 23"
"fue 35","MUE 1"
"fue 37","MUE 20"
"fue 38","MUE 22"
"fue 39","MUE 31"
"fue 43","MUE 10"
"fue 47","MUE 3"
"fue 48","MUE 32"
"fue 49","MUE 12"
"fue 50","MUE 8"
"fue 52","MUE 6"
"fue 53","MUE 15"
"fue 55","MUE 34"
"fue 56","MUE 7"
"fue 57","MUE 21"
"fue 58","MUE 19"
"fue 59","MUE 26"
"fue 60","MUE 29"
"fue 61","MUE 33"
"fue 62","MUE 27"
"fue 64","MUE 35"
"fue 65","MUE 11"
"fue 66","MUE 25"
