"fue","MUE"
"fue 1","MUE 2"
"fue 2","MUE 25"
"fue 3","MUE 26"
"fue 5","MUE 5"
"fue 6","MUE 34"
"fue 8","MUE 7"
"fue 9","MUE 23"
"fue 10","MUE 12"
"fue 11","MUE 4"
"fue 12","MUE 9"
"fue 13","MUE 17"
"fue 14","MUE 13"
"fue 15","MUE 18"
"fue 16","MUE 16"
"fue 18","MUE 6"
"fue 19","MUE 19"
"fue 22","MUE 10"
"fue 25","MUE 27"
"fue 26","MUE 1"
"fue 28","MUE 35"
"fue 31","MUE 32"
"fue 32","MUE 3"
"fue 33","MUE 21"
"fue 34","MUE 14"
"fue 37","MUE 33"
"fue 42","MUE 24"
"fue 43","MUE 11"
"fue 44","MUE 20"
"fue 45","MUE 31"
"fue 47","MUE 29"
"fue 48","MUE 28"
"fue 49","MUE 36"
"fue 50","MUE 15"
"fue 51","MUE 22"
"fue 53","MUE 30"
"fue 54","MUE 8"
