"fue","MUE"
"fue 1","MUE 10"
"fue 6","MUE 5"
"fue 7","MUE 31"
"fue 8","MUE 20"
"fue 9","MUE 35"
"fue 10","MUE 1"
"fue 13","MUE 7"
"fue 14","MUE 12"
"fue 15","MUE 23"
"fue 18","MUE 25"
"fue 23","MUE 30"
"fue 24","MUE 16"
"fue 25","MUE 4"
"fue 33","MUE 6"
"fue 35","MUE 17"
"fue 36","MUE 21"
"fue 38","MUE 33"
"fue 44","MUE 13"
"fue 45","MUE 3"
"fue 47","MUE 27"
"fue 52","MUE 15"
"fue 53","MUE 9"
"fue 56","MUE 32"
"fue 58","MUE 26"
"fue 60","MUE 36"
"fue 61","MUE 22"
"fue 63","MUE 19"
"fue 64","MUE 29"
"fue 65","MUE 2"
"fue 66","MUE 18"
"fue 68","MUE 24"
"fue 70","MUE 28"
"fue 72","MUE 11"
"fue 76","MUE 14"
"fue 77","MUE 34"
"fue 78","MUE 8"
