"fue","MUE"
"fue 1","MUE 11"
"fue 2","MUE 14"
"fue 3","MUE 25"
"fue 4","MUE 27"
"fue 5","MUE 2"
"fue 6","MUE 22"
"fue 7","MUE 26"
"fue 9","MUE 7"
"fue 10","MUE 33"
"fue 12","MUE 10"
"fue 13","MUE 18"
"fue 14","MUE 13"
"fue 15","MUE 5"
"fue 16","MUE 29"
"fue 18","MUE 36"
"fue 19","MUE 12"
"fue 20","MUE 1"
"fue 22","MUE 34"
"fue 23","MUE 6"
"fue 24","MUE 28"
"fue 26","MUE 4"
"fue 27","MUE 21"
"fue 28","MUE 31"
"fue 29","MUE 8"
"fue 30","MUE 9"
"fue 31","MUE 20"
"fue 34","MUE 16"
"fue 35","MUE 24"
"fue 36","MUE 23"
"fue 37","MUE 3"
"fue 40","MUE 35"
"fue 42","MUE 17"
"fue 44","MUE 30"
"fue 45","MUE 19"
"fue 46","MUE 32"
"fue 48","MUE 15"
