"fue","MUE"
"fue 1","MUE 11"
"fue 3","MUE 23"
"fue 4","MUE 29"
"fue 5","MUE 12"
"fue 6","MUE 7"
"fue 10","MUE 20"
"fue 11","MUE 35"
"fue 12","MUE 26"
"fue 15","MUE 18"
"fue 20","MUE 2"
"fue 21","MUE 33"
"fue 25","MUE 21"
"fue 26","MUE 25"
"fue 27","MUE 17"
"fue 31","MUE 5"
"fue 33","MUE 10"
"fue 35","MUE 16"
"fue 39","MUE 6"
"fue 41","MUE 32"
"fue 44","MUE 9"
"fue 45","MUE 24"
"fue 46","MUE 19"
"fue 48","MUE 36"
"fue 50","MUE 4"
"fue 51","MUE 8"
"fue 54","MUE 34"
"fue 55","MUE 14"
"fue 59","MUE 31"
"fue 61","MUE 3"
"fue 63","MUE 22"
"fue 64","MUE 27"
"fue 65","MUE 28"
"fue 67","MUE 30"
"fue 70","MUE 15"
"fue 71","MUE 1"
"fue 83","MUE 13"
