"fue","MUE"
"fue 1","MUE 29"
"fue 6","MUE 22"
"fue 7","MUE 14"
"fue 8","MUE 19"
"fue 13","MUE 31"
"fue 14","MUE 18"
"fue 15","MUE 4"
"fue 16","MUE 30"
"fue 19","MUE 25"
"fue 22","MUE 21"
"fue 23","MUE 10"
"fue 27","MUE 6"
"fue 28","MUE 3"
"fue 30","MUE 15"
"fue 32","MUE 36"
"fue 34","MUE 8"
"fue 35","MUE 33"
"fue 36","MUE 26"
"fue 45","MUE 24"
"fue 48","MUE 17"
"fue 49","MUE 2"
"fue 55","MUE 34"
"fue 58","MUE 1"
"fue 60","MUE 23"
"fue 64","MUE 35"
"fue 65","MUE 7"
"fue 67","MUE 9"
"fue 69","MUE 13"
"fue 70","MUE 32"
"fue 71","MUE 12"
"fue 73","MUE 27"
"fue 76","MUE 20"
"fue 77","MUE 28"
"fue 78","MUE 16"
"fue 80","MUE 5"
"fue 81","MUE 11"
